texto,label_real,pred_groq/llama-3.3-70b-versatile,lat_groq/llama-3.3-70b-versatile
"Liberação de emendas bate recorde com Temer Em ano de delação da J&F e denúncias, valor gasto com verbas indicadas por deputados e senadores chega R$ 10,7 bi em 2017, alta de 48% em relação a 2016 BRASÍLIA - Em ano de delação do Grupo J&F e suspensão de duas denúncias criminais contra o presidente Michel Temer, as emendas parlamentares tiveram em 2017 o maior valor liberado dos últimos quatro anos. Ao todo, foram R$ 10,7 bilhões, um crescimento de 48% em relação ao ano anterior e 68% maior do que o liberado em 2015, quando a execução se tornou obrigatória As emendas parlamentares são indicações feitas por deputados e senadores de como o governo deve gastar parte dos recursos previstos no Orçamento. Os parlamentares costumam privilegiar seus redutos eleitorais. Incluem desde dinheiro para obras de infraestrutura, como a construção de uma ponte, até valores destinados a programas de saúde e educação. Embora impositivas – o governo é obrigado a pagá-las –, a prioridade dada a algumas emendas ainda é fruto de negociação política. Por isso, são usadas para barganhar apoio em votações importantes no Congresso. Em dezembro, enquanto o governo ainda tentava votar a reforma da Previdência, houve a maior liberação mensal de empenhos, com R$ 3,24 bilhões (30,1% do total). A conta inclui as indicações feitas individualmente por parlamentares e pelas bancadas estaduais e do Distrito Federal. Os descongestionamentos de ",VERDADEIRO,VERDADEIRO,0.23000741004943848
"Taxista é morto a facada dentro de seu carro em Perdizes, em SP

Sandoval Romão da Silva, de 57 anos, foi encontrado por estudante na noite desta sexta-feira

SÃO PAULO - Um taxista foi encontrado com um ferimento causado por faca na Rua João Ramalho, em Perdizes, zona oeste de São Paulo, por volta das 19 horas desta sexta-feira, 29. Ele morreu antes de que pudesse receber atendimento médico. O Departamento de Homicídios e Proteção à Pessoa (DHPP) investiga o caso.

Segundo informa a Secretaria Estadual da Segurança Pública, Sandoval Romão da Silva, de 57 anos, estava sentado no banco do motorista de seu táxi, um Renault Logan, mas com o corpo virado para o banco do passageiro, quando foi avistado por um estudante de 22 anos que caminhava na rua. O rapaz contou a polícia que imaginou que o taxista pudesse estar passando mal, e ao tentar ajudá-lo viu o ferimento. 

A primeira equipa da Polícia Militar que chegou ao local tentou colocar Silva, ainda vivo, em uma viatura, para que fosse levado ao pronto-socorro, mas o taxista morreu antes. O caso foi registrado no 91.º Distrito Policial (Ceagesp), unidade que faz plantão na área do crime.",VERDADEIRO,VERDADEIRO,0.3126063346862793
"Deputado Tiririca passa mal após show e recebe atendimento em UPA no Ceará

Ele já recebeu alta e passa bem, diz Unidade de Pronto de Atendimento.

O humorista e deputado federal Tiririca (PR-SP) passou mal após um show em Camocim, no litoral do Ceará, e foi socorrido na Unidade de Pronto Atendimento (UPA) da cidade, na manhã desta sexta-feira (5).

De acordo com a unidade, Tiririca deu entrada por volta das 8h desta sexta; ele recebeu atendimento da equipe médica e teve alta por volta do meio-dia. A UPA de Camocim não divulgou detalhes do atendimento e do que ocasionou o mal-estar no deputado, mas afirma que exames clínicos não detectaram nada grave e ele passa bem.

Conforme a produtora de shows de Tiririca, o atendimento na UPA ocorreu horas após um show realizado na AABB de Camocim, entre quarta (4) e quinta-feira.

Ainda segundo a produção, a agenda de shows do humorista está mantida para este fim de semana, incluindo um evento em Itapipoca, cidade natal do deputado, na noite desta sexta-feira.",VERDADEIRO,VERDADEIRO,0.4852304458618164
"Doria pede a Temer união nas eleições de 2018

Cotado como possível candidato ao governo de São Paulo, o prefeito da capital, João Doria (PSDB), disse ter pedido ""entendimento"" ao presidente Michel Temer (MDB) em 2018, tanto no plano estadual como no federal.

Sem citar nominalmente seu partido ou o MDB, afirmou que espera alianças de partidos que tenham o mesmo ""bom sentimento"" em relação ao país nas eleições.

Doria visitou o presidente em seu escritório em São Paulo na tarde desta sexta-feira (5). No local, Temer passou o dia recebendo políticos.

O prefeito nega que tenham falado sobre sua própria candidatura.

""Não falamos sobre candidaturas individuais. Falamos sobre perspectivas de entendimento"", disse Doria, ao sair do escritório.

""Meu entendimento é de que partidos que tenham o mesmo bom sentimento de defender o Brasil, defender a democracia, defender o desenvolvimento econômico e principalmente defender o emprego e a renda devam estar juntos nessas eleições, seja no plano estadual ou no federal"", afirmou.

O discurso é similar ao do governador Geraldo Alckmin, pré-candidato tucano à Presidência, de que é necessário ""trabalhar para unir o país"".

Além de ""perspectivas para as eleições no Estado de São Paulo"", o prefeito afirma que tratou com o presidente de questões econômicas.

Antes de Doria, Temer recebeu o ex-senador José Aníbal (PSDB), presidente do Instituto Teotônio Vilela, o presidente do Sebrae Guilherme Afif Domingos e o ex-ministro Delfim Netto.

Em São Paulo, ele se recupera de uma infecção urinária. Por causa do problema, o presidente retirou uma sonda e terá de realizar semanalmente sessões para a dilatação da uretra, como forma de reduzir o risco de novas obstruções do canal condutor da urina. ",VERDADEIRO,VERDADEIRO,0.3089280128479004
"Saiba quem é o presidenciável que mais está conquistando votos entre eleitores com Ensino Superior. O Instituto Paraná Pesquisas surpreendeu os analistas políticos com a revelação do presidenciável que mais está conquistando os eleitores com Ensino Superior. O surpreendente resultado pode indicar uma reviravolta em todos os outros grupos.

O ex-ministro do Supremo Tribunal Federal Joaquim Barbosa é o preferido para as eleições presidenciais de 2018 entre eleitores com ensino superior. É o que mostra um estudo inédito pelo Instituto Paraná Pesquisas. Segundo o levantamento, Barbosa tem 17,3% das intenções de voto desta parcela da população. Lula vem em segundo, com 16,1%,  e Jair Bolsonaro em terceiro, com 14,5%. Em quarto, Aécio Neves, com 11,9%.

A pesquisa é surpreendente por revelar que o deputado Jair Bolsonaro também está crescendo entre os eleitores com nível superior. Antes seu crescimento só era percebido entre eleitores com escolaridade média e fundamental. É importante destacar que Bolsonaro também está bem à frente de políticos que participaram de outras disputas eleitorais, tais como Dilma Rousseff, Marina Silva, Ciro Gomes, Cristovam Buarque e Ronaldo Caiado.

Joaquim Barbosa foi fortemente cotado para ser vice-presidente na chapa de Marina Silva pela Rede Sustentabilidade. No entanto, com sua ascensão vertiginosa ele pode vir como candidato a presidente e sem a companhia da ambientalista já derrotada em duas eleições. Analistas políticos apontam articulações entre Joaquim Barbosa e Sergio Moro para virem juntos em uma chapa com chances de conquistar a eleição em primeiro turno.

A pesquisa foi feita com 2.002 eleitores e é estimulada, isto é, traz nomes apresentados pelo instituto.",FALSO,FALSO,0.23142004013061523
"Polícia Federal e Interpol tentam localizar a irmã de Aécio. Com mandado de prisão em mãos agentes da Polícia Federal tentam localizar Andrea Neves, irmã de Aécio Neves. Ela não está em nenhum dos endereços oficiais da família. A Interpol já está acionada para evitar uma fuga internacional.

A operação da Polícia Federal e do Ministério Público Federal em endereços ligados a Aécio Neves (PSDB-MG), na manhã desta quinta-feira (18), tentou cumprir um mandado de prisão contra a irmã do senador, Andrea Neves. Segundo a PF, ela não foi encontrada no apartamento em Copacabana, na Zona Sul. Um chaveiro foi chamado para os agentes cumprirem o mandado de busca e apreensão. Operação no Rio

A operação no Rio começou por volta das 5h, com autorização do Supremo Tribunal Federal (STF). Também foram feitas buscas nos apartamentos de Aécio e de Altair Alves Pinto, conhecido por ser braço direito do deputado Eduardo Cunha, que está preso.

Por volta das 6h15, pelo menos cinco carros descaracterizados da Polícia Federal chegaram à chapelaria do Congresso, em Brasília, que é a principal entrada e a mais utilizada pelos parlamentares. No Congresso, as buscas são feitas nos gabinetes de Aécio, do também senador Zeze Perrella (PMDB-MG) e do deputado Rodrigo Rocha Loures (PMDB-PR).

Afastamento

Também estão sendo feitas buscas em endereços ligados a Aécio em Belo Horizonte e em Brasília, e o STF determinou o afastamento de Aécio e de Rocha Loures dos mandatos.

O procurador da República Ângelo Goulart Villela foi preso e há mandado de prisão contra o advogado Willer Tomaz, que é ligado a Eduardo Cunha. A PF também faz buscas no Tribunal Superior Eleitoral, onde atua o procurador da República preso.

Delação da JBS

A operação teve início após a delação do dono do frigorífico JBS, Joesley Batista, que entregou à Procuradoria-Geral da República uma gravação do senador Aécio Neves pedindo a ele R$ 2 milhões. No áudio, com duração de cerca de 30 minutos, o presidente nacional do PSDB justifica o pedido dizendo que precisava da quantia para pagar sua defesa na Lava Jato. A informação foi divulgada pelo jornal “O Globo” na quarta-feira (17).

Em nota, a assessoria de imprensa de Aécio Neves afirmou que o senador “está absolutamente tranquilo quanto à correção de todos os seus atos”.",FALSO,VERDADEIRO,0.2381436824798584
"Cantor gospel é eletrocutado enquanto ajudava na instalação de som em igreja

Danilo Alves Varanda, de 24 anos, chegou a ser socorrido com vida, mas morreu a caminho do hospital. Igreja estava lotada quando o acidente aconteceu.

O cantor gospel Danilo Alves Varanda, de 24 anos, morreu após levar um choque enquanto instalava o som para a apresentação dele em uma igreja de Jaú do Tocantins, no sul do estado. O local estava lotado de fiéis que aguardavam o início do culto. Danilo chegou a ser socorrido com vida, mas morreu a caminho do hospital.

De acordo com a Polícia Militar, um dos fiéis percebeu o acidente e tirou o fio da tomada. Amigos informaram ao G1 que Danilo chegou a conversar um pouco e disse que não estava se sentindo muito bem. Uma ambulância foi chamada para levá-lo ao Hospital Regional de Gurupi. A suspeita é que ele tenha sofrido uma parada cardíaca em função do choque.

O acidente foi na noite de sexta-feira (8). O cantor também trabalhava como funcionário público em São Valério do Tocantins e estava em Jaú para participar de um congresso de jovens da Assembleia de Deus. O evento foi cancelado após o caso.",VERDADEIRO,VERDADEIRO,0.2561492919921875
"Genro de Silvio Santos está na lista da Lava Jato. Silvio Santos ao longo de toda sua vida teve sua imagem pública associada a honestidade, empreendedorismo e alegria. Infelizmente sua família teve a honra manchada em função da inclusão do nome de seu genro na lista do ministro Edson Fachin, relator da Lava Jato

O deputado federal Fabio Faria (PSD RN), casado com a filha de Silvio Santos, a apresentadora Patricia Abravanel, foi denunciado formalmente na lista do ministro Edson Fachin, relator da operação Lava Jato. Segundo os executivos da Odebrecht seu apelido na lista da propina era garanhão. Este apelido é uma menção a lista de mulheres famosas que ele namorou. Dentre elas os destaques são para Sabrina Sato, Adriane Galisteu, Priscila Fantin, Sthefany Brito e Samara Felippo.

De acordo com cinco delatores da empresa, o deputado recebeu R$ 100 mil via caixa dois para campanha eleitoral. Em 2009 o deputado já havia se envolvido em outro escândalo com o dinheiro público: O escândalo das Passagens Aéreas. O deputado foi acusado de usar dinheiro público para pagar as passagens aéreas de suas namoradas e amigas para vista-lo no Rio Grande do Norte.

Caso seja condenado, Fabio Faria pode pegar até 5 anos de reclusão.",FALSO,FALSO,0.22705745697021484
"Ator Fábio Assunção se filia ao PT

Presidente do PT no RJ, Washington Quaquá comemorou iniciativa de Assunção. Ele acredita que mais pessoas vão se filiar ao partido.

O ator Fábio Assunção se filiou ao PT. A informação foi antecipada nesta segunda-feira (14) pela coluna ""Expresso"", da revista ""Época"", e confirmada nesta quarta-feira (16) em publicação no site do partido, no Rio de Janeiro. Além de Assunção, os atores Tássia Camargo e Nando Cunha, e a professora e escritora Elika Takimoto também passaram a integrar a legenda.

Segundo comunica a nota na página do partido no Rio, o presidente do PT no estado, Washington Quaquá, comemorou as novas filiações. Para ele, os artistas poderão ""estimular o ingresso de mais pessoas no partido"". De acordo com a nota, Quaquá também considerou fundamental a presença do ex-presidente Lula no Rio para que os famosos decidissem se filiar.

Lula esteve no Rio no último sábado (12) durante plenária da Central Única dos Trabalhadores (CUT), na quadra da escola de samba Império Serrano, em Madureira, na Zona Norte da cidade.",VERDADEIRO,VERDADEIRO,0.31626009941101074
"Vazou a lista dos políticos que serão indiciados na Lava Jato esta semana. O procurador-geral da República, Rodrigo Janot, pedirá esta semana ao STF (Supremo Tribunal Federal) o indiciamento dos políticos mais importantes do país esta semana.

O procurador-geral da República, Rodrigo Janot, pedirá nos próximos dias ao STF (Supremo Tribunal Federal) a abertura de inquérito para investigar pelo menos dois ministros do governo de Michel Temer, além de senadores do PMDB e do PSDB, todos citados nas delações premiadas da Odebrecht. Janot vai requerer, ainda, o desmembramento para instâncias inferiores de casos envolvendo dezenas de políticos sem foro no Supremo, mas que foram mencionados nos depoimentos.

Entre eles, estão os petistas e ex-presidentes Dilma Rousseff e Luiz Inácio Lula da Silva, além dos ex-ministros Guido Mantega e Antonio Palocci, o marqueteiro João Santana, governadores, ex-governadores e ex-parlamentares.

Da equipe de Temer, segundo a Folha apurou, já estão na lista da Procuradoria-Geral da República (PGR) os ministros Eliseu Padilha (Casa Civil) e Moreira Franco (Secretaria-Geral da Presidência).

Outros ministros podem aparecer. Por exemplo, Gilberto Kassab (Ciência e Tecnologia e Comunicações) –a Procuradoria, por enquanto, estuda esse caso.

Da bancada do PMDB no Congresso, a PGR quer investigar o presidente do Senado, Eunício Oliveira (CE), o líder do partido e ex-presidente, Renan Calheiros (AL), e os senadores Edison Lobão (MA) e Romero Jucá (RR).

Integram também a lista da procuradoria os tucanos José Serra (SP) e Aécio Neves (MG).

ESTRATÉGIA

A estratégia de Janot é tentar entregar, na próxima semana, todos os pedidos de uma vez ao relator da Lava Jato no STF, Edson Fachin.

O número de solicitações ao ministro do Supremo pode passar de 40. Os detalhes sobre os inquéritos devem ser concluídos até esta segunda-feira (6) em Brasília.

O procurador-geral vai sugerir diligências, incluindo depoimentos e quebra de sigilos bancários e fiscal.

Ao todo, cerca de 850 depoimentos de 77 executivos da Odebrecht foram analisados. Muitos deles contêm fatos semelhantes –outros podem ser anexados a investigações já em andamento.

HIPÓTESES

De acordo com quem tem acesso às delações, Janot e sua equipe estudam, ainda, a viabilidade jurídica de incluir ou não o nome do presidente Michel Temer como alvo de inquérito.

As delações da Odebrecht incluem o peemedebista em episódios quando ele era vice-presidente –por exemplo, um jantar no Palácio do Jaburu com Marcelo Odebrecht, em 2014. E quando ainda era deputado e candidato a vice da petista em 2010, ano em que teria participado de uma reunião com a empreiteira para discutir repasse de recursos.

A discussão interna na PGR é se o cargo de vice pode ser considerado um “mandato presidencial”. Nesse caso, o STF pode autorizar a investigação da participação de Temer no jantar de 2014.",FALSO,VERDADEIRO,0.30938196182250977
"Polícia Federal acaba de indiciar Lula, a esposa e o filho. Parece que o Natal da família do ex-presidente Lula não vai ser em liberdade. A Polícia Federal acaba de indiciar a família de Lula pelo crime de corrupção passiva.
Investigação trata de suposta lavagem de dinheiro no Instituto Lula.
Ministério Público Federal vai analisar investigação antes de abrir processo.

A Polícia Federal (PF) decidiu indiciar o ex-presidente da República, Luiz Inácio Lula da Silva, o ex-ministro da Fazenda, Antônio Palocci, a ex-primeira-dama Marisa Letícia e outras quatro pessoas, na Operação Lava Jato.

O ex-presidente foi indiciado pelo crime de corrupção passiva, enquanto todas as demais pessoas citadas foram indiciadas por lavagem de dinheiro.  Veja a lista de indiciados
Luiz Inácio Lula da Silva – ex-presidente da República
Marisa Letícia Lula da Silva – ex-primeira-dama
Antônio Palocci Filho – ex-ministro nos governos Lula e Dilma
Glaucos da Costamarques – primo do pecuarista José Carlos Bumlai, já condenado na Lava Jato
Demerval de Souza Gusmão Filho – Dono da empresa DAG Construtora
Roberto Teixeira – Advogado do ex-presidente Lula
Branislav Kontic – Assessor do ex-ministro Palocci

Odebrecht fora do indiciamento

O delegado que subscreve o indiciamento disse que deixou de indiciar o ex-presidente do Grupo Odebrecht, Marcelo Odebrecht, devido ao fato de que ele já responde pelo crime de corrupção ativa, crime que lhe poderia ser imputado.

Da mesma forma, a PF também decidiu deixar de fora do indiciamento o pecuarista José Carlos Bumlai, por falta de “novos elementos que amparassem a participação do mesmo nos fatos”.",FALSO,VERDADEIRO,0.22567963600158691
"Lista do Fachin tem 8 incriminados ligados ao MBL. O Movimento Brasil Livre (MBL) que apoia políticos do DEM, dentre eles a figura mais histérica da cena política atutal, o vereador paulista Fernando Holiday, decidiu se calar diante da Lista de Fachin. Segundo Kim Kataguiri, 108 políticos denunciados por Caixa Dois não é motivo para protesto.

O Movimento Brasil Livre (MBL) * NÃO * pretende fazer protestos contra os políticos que estão na lista de inquéritos abertos pelo ministro Edson Fachin, relator da Operação Lava Jato no Supremo Tribunal Federal (STF), com base nas delações de executivos e ex-executivos da Odebrecht. “Vamos esperar o resultado das investigações”, afirmou ao Broadcast, serviço de notícias em tempo real do Grupo Estado, Kim Kataguiri, um dos líderes do grupo. De acordo com ele, o MBL só pretende incluir os políticos listados por Fachin na pauta de manifestações quando a Procuradoria-Geral da República (PGR) oferecer as denúncias contra esses investigados. Ou seja, daqui há 2 anos.

O MBL é ligado ao DEM, que teve pelo menos oito integrantes listados por Fachin. Entre eles, o presidente do partido, senador Agripino Maia (RN); o presidente da Câmara, Rodrigo Maia (DEM-RJ); o pai dele, o vereador do Rio de Janeiro César Maia; além da senadora Maria do Carmo (SE); e os deputados Felipe Maia (RN), José Carlos Aleluia (BA) e Onyx Lorenzoni (RS).

O ministro Edson Fachin autorizou abertura de inquérito para investigar ao todo 98 pessoas, incluindo oito ministros do governo Michel Temer, 24 senadores, inclusive o presidente do Senado, Eunício Oliveira (PMDB-CE), e 39 deputados federais.

Veja na foto o senador Agripino Maia acompanhado da esposa em um dos protestos do MBL contra a corrupção.",FALSO,VERDADEIRO,0.2248547077178955
"Projeto de lei quer mostrar imagens do feto para mulheres que vão abortar.  Mulheres que optam pelo aborto agora terão antes que ver a imagem do filho que vai matar. Só depois de ver o filho em estado gestacional a mulher tomará a decisão de abortar ou não o feto. O projeto já está na fase final de tramitação.

Com o objetivo de esclarecer sobre “os riscos e as consequências do aborto às gestantes vítimas de estupro”, o projeto de Lei 1.465/2013 pretende fazer o uso de imagens de fetos, mês a mês, para “orientar” sobre consequências “físicas e psíquicas” do aborto. Proposto pela deputada Celina Leão (PDT), o PL foi aprovado na Câmara em primeiro e segundo turno e teve a redação final também aprovada na última quinta-feira 22 pela Comissão de Constituição e Justiça (CCJ).

Todo o projeto é uma tentativa de levar a mulher a uma outra coisa que não seja o aborto, a abordagem possui um “ímpeto de tortura”, ao submeter a mulher a uma prática compulsória em um momento de extremo sofrimento.

De acordo com o Código Penal de 1940, basta a palavra da mulher para que o aborto seja realizado, ou seja, não é preciso a apresentação de qualquer documento, nem mesmo que a mulher relate o crime à polícia para que seja feito o procedimento.

Ao chegar nas unidades de saúde pedindo pelo procedimento do aborto em decorrência do estupro, a vítima passa por exames ambulatoriais como a ultrassonografia para verificar o tempo gestacional e lhe é dada a opção de ver ou não as imagens do feto.",FALSO,VERDADEIRO,0.34049105644226074
"Veja quem são os políticos que embolsaram propina da Odebrecht (e quanto eles ganharam). A delação da Odebrecht, também conhecida como Delação do Fim do Mundo, pode colocar na cadeia os políticos mais influentes do governo Temer. Veja quem são e quanto cada um embolsou em propina.

A Odebrecht gastou pelo menos R$ 88 milhões em propina, caixa dois e doações legais para campanhas de 48 políticos entre 2006 e 2014. É o que mostra um levantamento feito pela Folha, com base na delação premiada do ex-executivo da construtora Cláudio Melo Filho. De acordo com relato do ex-executivo, que era um dos principais lobistas da Odebrecht em Brasília, a empreiteira pagou R$ 28,5 milhões em propina em troca de emendas favoráveis aos negócios em medidas provisórias, liberação de recursos por parte do governo e outras ajudas no Congresso.

A maior parte desse dinheiro, R$ 27,3 milhões, saiu do caixa dois da empresa.

O partido que mais dinheiro que recebeu para atender os interesses da empreiteira foi o PMDB, partido do presidente Michel Temer. No total, entre propina e contribuições eleitorais, deputados e senadores da legenda receberam cerca de R$ 51 milhões da Odebrecht.

A Folha já revelou outras declarações que estão nos acordos de delações por outros executivos da empresa, como um valor de R$ 23 milhões recebidos por José Serra em conta no exterior e R$ 2 milhões pra Geraldo Alckmin (PSDB), governador de São Paulo, em espécie para campanhas de 2010 e 2014.

* POLÍTICOS NA MIRA DA ODEBRECHT

Alguns dos citados em delação premiada de Cláudio Melo Filho, ex-executivo da empreiteira *.",FALSO,VERDADEIRO,0.26218175888061523
"Herman insiste que chapa pode ser cassada mesmo sem considerar Odebrecht O ministro alega que recursos lícitos e ilícitos se misturam; ele voltou a defender a adição das delações da Odebrecht no processo No início do quarto dia de julgamento da chapa Dilma-Temer por abuso de poder econômico e político em 2014, nesta sexta-feira, 9, o relator Herman Benjamin, continuando o seu voto, fez um resumo dos pontos que apresentou na sessão anterior, destacando as três premissas metodológicas que apontou até o momento, e em seguida repetiu os ilícitos que enxergou, afirmando taxativamente que as ilegalidades apontadas têm relação com a Petrobrás, objeto da causa inicial. “Trouxe documentos envolvendo Petrobras que configura abuso de poder econômico. Só isso bastaria para a cassação da chapa”, afirmou Herman Benjamin. A primeira das três premissas apresentadas por Benjamin é a da irrelevância da fonte de financiamento. Herman defende que não faz diferença se é partidária ou eleitoral. ""Os partidos políticos acabam se tornando grandes doadores de seus candidatos, sobretudo na eleição presidencial', disse. O segundo tópico é o da “fungibilidade” dos recursos. O ministro alega que “há um cofre único, onde recursos lícitos, ilícitos, pouco lícitos, se misturam”. Para ele, é impossível “separar recursos limpos e os derivados de propina”, que se fundiriam tirando a legalidade da conta como um todo. “Recursos ilícitos juntados a recursos lícitos retiram a pureza dos recursos lícitos justamente por conta da fungibilidade. E o acréscimo de recursos lícitos junto a recursos ilícitos é incapaz de purificar a ilegalidade desses recursos”, disse. A terceira premissa do voto de Herman Benjamin é a que trata da distinção entre a causa da propina e o momento de ",VERDADEIRO,VERDADEIRO,0.31454038619995117
"Homem invade Catedral de Londrina e destrói parte da imagem do Padroeiro da cidade

Caso aconteceu nesta quarta-feira (3); homem foi levado pela PM.

Um homem invadiu a Catedral de Londrina, no norte do Paraná, por volta das 18h desta quarta-feira (3) e derrubou a imagem do Sagrado Coração de Jesus, que é o Padroeiro da cidade. A imagem ficou parcialmente destruída.

Segundo fiés que presenciaram ocorrido, o homem foi contido pelas pessoas que ali estavam. Depois, ele foi levado pela Polícia Militar (PM).

A Catedral de Londrina informou que vai registrar um Boletim de Ocorrência (B.O.).",VERDADEIRO,VERDADEIRO,0.3087024688720703
"Mãe abandona filho em creche, no Sul do ES, e não volta para buscar

De acordo com o Conselho Tutelar do município, a mulher já era acompanhada pela Ronda de Apoio à Família (Rafa), por ser vítima de violência doméstica

Uma mãe entregou o filho de quatro anos para funcionários da creche em que a criança estuda, no bairro Alto Amarelo, em Cachoeiro de Itapemirim, no Sul do Espírito Santo, e avisou aos professores que não voltaria para buscar o menino.

Segundo testemunhas, a mãe e a criança são de Santa Rosa, distrito no interior de Muqui, na mesma região, e estavam morando em Cachoeiro havia pouco tempo, na casa de parentes.

De acordo com o Conselho Tutelar do município, a mulher já era acompanhada pela Ronda de Apoio à Família (Rafa), por ser vítima de violência doméstica.

Conselheiros tutelares informaram ainda que o pai da criança está preso, cumprindo pena pela Lei Maria da Penha. A criança agora está com familiares, sob medida protetiva.

A Polícia Civil ouviu a mãe. O conselheiro tutelar Leandro Vieira informou que o caso foi encaminhado ao Ministério Público, com a solicitação da guarda provisória para os familiares que abrigam o menino.",VERDADEIRO,VERDADEIRO,0.24279522895812988
"Temer está desesperado com a delação da Odebrecht. Temer e 5 ministros são o atual alvo da operação Lava Jato. Dificilmente Michel Temer consiga terminar o mandado como presidente e ainda corre o risco de ser preso. Preocupado com os efeitos que a delação da Odebrecht pode causar em seu governo, o presidente Michel Temer pediu cautela para analisar os detalhes das denúncias que o levavam, junto com seus principais auxiliares, ao centro da Operação Lava Jato. Segundo assessores do presidente, a ordem é “esperar a poeira baixar”. Aliados de Temer reconhecem que o momento é delicado, já que as denúncias envolvem o governo como um todo e, por isso, defendem, é preciso avaliar a extensão das delações para não tomar “decisões precipitadas”. Em acordo de delação premiada, Cláudio Melo Filho, ex-executivo da Odebrecht, afirmou ter entregado em 2014 dinheiro no escritório de advocacia de José Yunes, amigo e assessor de Temer. Os recursos, segundo o ex-executivo da empreiteira, faziam parte de um valor total de R$ 10 milhões prometidos a Temer na campanha eleitoral daquele ano de maneira não contabilizada oficialmente. Ainda de acordo com Melo Filho, o dinheiro foi negociado em um jantar no Palácio do Jaburu, em maio de 2014, com a presença de Temer, do atual ministro da Casa Civil, Eliseu Padilha, e de Marcelo Odebrecht, herdeiro do grupo e preso em Curitiba. O nome do presidente Michel Temer aparece 43 vezes no documento do acordo de delação premiadade Cláudio Melo Filho, ex-vice-presidente de Relações Institucionais da Odebrecht. O ministro da Casa Civil, Eliseu Padilha, é mencionado 45 vezes e Moreira Franco, secretário de Parceria e Investimentos do governo Temer, 35. O ex-ministro Geddel Vieira Lima, que pediu demissão recentemente, surge em 67 trechos. O líder do governo no Congresso, Romero Jucá (PMDB-RR), apontado como o “homem de frente” das negociações da empreiteira no Congresso, tem 103 menções no relato, um arquivo preliminar, ao qual a Folha teve acesso, do que o ex-executivo vai dizer em depoimento às autoridades da Lava Jato. ",FALSO,VERDADEIRO,0.2755734920501709
"PF envia 50 perguntas a Temer sobre suspeita de propina no setor de portos Revista Época traz perguntas elaboradas pelo delegado da PF. Inquérito apura suspeitas de decreto para atender interesses do setor portuário. O presidente Michel Temer recebeu 50 perguntas sobre supostas irregularidades na edição de um decreto do setor de portos. A Polícia Federal está fazendo as investigações. A revista Época teve acesso ao conteúdo das perguntas. A reportagem da revista Época desta semana traz as perguntas elaboradas pelo delegado da Polícia Federal Cleyber Malta Lopes, responsável pelo inquérito que apura suspeitas de que um decreto presidencial foi feito sob medida para atender os interesses do setor portuário. O decreto foi assinado por Temer no dia 10 de maio e aumentou o prazo dos contratos de concessão de áreas portuárias de 25 anos para 35 anos, podendo ser prorrogado até 70 anos, beneficiando as atuais empresas concessionárias. Segundo a revista, as perguntas revelam suspeitas de recebimento de propina por Michel Temer e seus principais aliados. Como o ex-deputado Rodrigo da Rocha Loures, famoso por ter sido flagrado em uma corridinha com a mala de R$ 500 mil entregue pela JBS. Escutas telefônicas divulgadas pelo Supremo Tribunal Federal mostram Rocha Loures defendendo interesses de empresas que atuam nos portos brasileiros. Rocha Loures insiste com Gustavo Rocha, chefe para assuntos jurídicos da Casa Civil, em uma mudança no decreto sobre portos para beneficiar também quem conseguiu concessões antes de 1993, caso da Rodrimar, que atua no Porto de Santos. Segundo o delator Ricardo Saud, da J&F, Rocha Loures indicou Ricardo Mesquita, da Rodrimar, para intermediar o pagamento de ",VERDADEIRO,VERDADEIRO,0.2245793342590332
